Iterations,NAG,NAGG
213,-5200.48167772,-4685.67424335
214,-5197.97759977,-4685.53783083
215,-5195.48707406,-4685.39657067
216,-5193.01002892,-4685.25066082
217,-5190.54639249,-4685.10030864
218,-5188.09609272,-4684.94573194
219,-5185.65905738,-4684.78715973
220,-5183.23521408,-4684.62483258
221,-5180.82449033,-4684.45900272
222,-5178.42681347,-4684.28993382
223,-5176.04211077,-4684.11790035
224,-5173.67030942,-4683.94318676
225,-5171.31133651,-4683.76608631
226,-5168.96511911,-4683.58689964
227,-5166.63158423,-4683.40593323
228,-5164.31065886,-4683.22349754
229,-5162.00226999,-4683.03990522
230,-5159.70634462,-4682.85546908
231,-5157.42280976,-4682.67050015
232,-5155.15159248,-4682.4853057
233,-5152.89261988,-4682.30018739
234,-5150.64581913,-4682.11543948
235,-5148.41111749,-4681.93134723
236,-5146.1884423,-4681.74818546
237,-5143.97772101,-4681.56621728
238,-5141.7788812,-4681.38569317
239,-5139.59185056,-4681.20685015
240,-5137.41655693,-4681.02991129
241,-5135.25292832,-4680.85508545
242,-5133.10089289,-4680.68256726
243,-5130.96037898,-4680.51253727
244,-5128.83131513,-4680.34516239
245,-5126.71363007,-4680.18059647
246,-5124.60725274,-4680.01898099
247,-5122.51211232,-4679.86044601
248,-5120.42813819,-4679.70511102
249,-5118.35525999,-4679.55308602
250,-5116.29340761,-4679.40447254
251,-5114.2425112,-4679.25936465
252,-5112.20250116,-4679.11784993
253,-5110.17330821,-4678.98001043
254,-5108.1548633,-4678.84592347
255,-5106.14709771,-4678.71566232
256,-5104.14994301,-4678.5892968
257,-5102.16333109,-4678.46689369
258,-5100.18719413,-4678.348517
259,-5098.22146467,-4678.2342281
260,-5096.26607554,-4678.12408564
261,-5094.32095994,-4678.01814539
262,-5092.38605139,-4677.91645989
263,-5090.46128378,-4677.81907802
264,-5088.54659132,-4677.72604442
265,-5086.64190863,-4677.63739886
266,-5084.74717065,-4677.55317554
267,-5082.8623127,-4677.47340236
268,-5080.9872705,-4677.39810016
269,-5079.12198013,-4677.327282
270,-5077.26637804,-4677.26095247
271,-5075.42040109,-4677.19910708
272,-5073.58398654,-4677.14173166
273,-5071.75707201,-4677.08880199
274,-5069.93959554,-4677.04028344
275,-5068.13149558,-4676.99613076
276,-5066.33271097,-4676.95628806
277,-5064.54318095,-4676.92068886
278,-5062.7628452,-4676.88925632
279,-5060.99164378,-4676.86190364
280,-5059.22951718,-4676.83853449
281,-5057.4764063,-4676.81904366
282,-5055.73225245,-4676.80331777
283,-5053.99699739,-4676.79123607
284,-5052.27058326,-4676.78267132
285,-5050.55295264,-4676.77749072
286,-5048.84404853,-4676.77555685
287,-5047.14381436,-4676.77672869
288,-5045.45219398,-4676.78086249
289,-5043.76913165,-4676.78781279
290,-5042.09457206,-4676.79743323
291,-5040.42846034,-4676.80957738
292,-5038.77074203,-4676.8240995
293,-5037.12136308,-4676.84085514
294,-5035.48026989,-4676.85970173
295,-5033.84740926,-4676.88049897
296,-5032.22272843,-4676.90310923
297,-5030.60617506,-4676.9273977
298,-5028.9976972,-4676.95323261
299,-5027.39724336,-4676.98048519
